Column 1	Column 2	Column 3	Column 4	Column 5	Column 6	Column 7	Column 8	Column 9	Column 10	Column 11	Column 12
3931	Justin John Molisani	 Jr.	senior vice president	  Euro Brokers Inc.	S-30	0	673	95	759	121	
3932	Mario Nardone	 Jr.	bond broker	  Euro Brokers Inc.	S-30	0	584	33	728	59	
3933	Peter Keith Ortale	null	S-33	1	81	126	220	152			
3934	Manish Patel	Euro Brokers Inc.	S-30	0	628	126	730	152			
3935	Susan M. Pollio	Euro Brokers Inc.	S-33	0	18	157	141	183			
3936	Alexey Razuvaev	null	S-32	0	242	64	367	90			
3937	Jonathan Stephan Ryan	null	S-30	1	291	157	470	183			
3938	Michelle Scarpitta	null	S-31	0	692	126	759	152			
3939	Randolph Scott	null	S-31	1	37	64	164	90			
3940	Howard Selwyn	null	S-31	0	168	157	293	183			
3941	John Anthony Sherry	null	S-30	2	294	95	457	121			
3942	Francis Joseph Skidmore	 Jr.	null	S-32	0	409	64	612	90		
3943	Daniel Laurence Smith	World Trade Center	  Tower 1	 101st floor	S-31	0	489	126	656	152	
3944	Thomas Sparacio	firefighter	  New York Fire Department	S-32	0	202	95	333	121		
3945	George Edward Spencer III	null	S-31	0	325	157	521	183			
3946	Michael F. Stabile	null	S-32	0	36	95	170	121			
3947	Eric Thomas Steen	vice president	  Marsh & McLennan Cos. Inc.	S-30	0	609	64	748	90		
3948	Michael Taddonio	firefighter	  New York Fire Department	S-31	0	377	64	518	90		
3949	Keiichiro Takahashi	null	S-32	0	467	126	615	152			
3950	Clive Ian Thompson	null	S-32	0	21	157	170	183			
3951	Lance Richard Tumulty	null	S-31	0	548	64	723	90			
3952	David Vera	consultant	  Marsh & McLennan Cos. Inc.	S-31	0	658	33	746	59		
3953	Kevin Patrick York	null	S-31	2	185	126	326	152			
3954	Barrington Leroy Young	 Jr.	null	S-31	0	239	33	452	59		
3955	Edelmiro Abad	vice president	  Fiduciary Trust International	S-40	3	561	64	674	90		
3956	Mukul Kumar Agarwala	software analyst	  Fiduciary Trust International	S-43	0	372	95	553	121		
3957	Tariq Amanullah	null	S-42	0	389	157	521	183			
3958	Walter Baran	investment banker	  Fiduciary Trust International	S-40	2	602	33	711	59		
3959	Manette Marie Beckles	account processor	S-42	0	207	33	374	59			
3960	Shimmy D. Biegeleisen	null	S-42	0	545	33	701	59			
3961	Rita Blau	switchboard operator	  Fiduciary Trust International	S-41	0	14	95	91	121		
3962	Sherry Ann Bordeaux	Fiduciary Trust International	S-42	1	190	157	352	183			
3963	Ronald Michael Breitweiser	vice president	  Fiduciary Trust International	S-42	0	51	64	256	90		
3964	Kathleen Anne Burns	employee on equity trading desk	  Sandler O'Neill & Partners	S-43	0	689	64	759	90		
3965	Swarna Chalasani	vice president	  Fiduciary Trust International	S-42	0	199	95	339	121		
3966	Pedro Francisco Checo	Investment Operations Administration	  Fiduciary Trust International	S-39	1	710	33	759	59		
3967	Anne Marie Martino-Cramer	Cantor Fitzgerald	S-42	1	40	126	248	152			
3968	Christopher Seton Cramer	vice president	  Fiduciary Trust International	S-42	3	274	126	471	152		
3969	Kenneth John Cubas	vice president	  Fiduciary Trust International	S-43	1	147	157	300	183		
3970	Patrick W. Danahy	portfolio manager	  Fiduciary Trust International	S-40	4	302	95	444	121		
3971	Jayceryll Malabuyoc de Chavez	portfolio analyst	  Fiduciary Trust International	S-40	0	176	33	409	59		
3972	Emy De La Peña	administrative assistant	  Fiduciary Trust International	S-40	1	35	126	150	152		
3973	Carol Keyes Demitz	vice president	 chief corporate counsel	 and secretary	  Fiduciary Trust International	S-42	0	3	95	147	121
3974	Judith Berquis Diaz-Sierra	null	S-40	2	194	126	387	152			
3975	Edgar Hendricks Emery	 Jr.	Fiduciary Trust International	S-41	0	710	157	759	183		
3976	Ruben Esquilin	 Jr.	null	S-39	1	377	33	515	59		
3977	Bennett Lawson Fisher	vice president	  Fiduciary Trust International	S-40	1	37	64	208	90		
3978	Thomas J. Fisher	vice president	  Fiduciary Trust International	S-41	1	465	95	588	121		
3979	Ryan D. Fitzgerald	foreign currency trader	  Fiduciary Trust International	S-40	0	718	64	759	90		
3980	Eileen Flecha	junior trader	  Fiduciary Trust International	S-41	1	420	33	522	59		
3981	David Fodor	accountant	  Fiduciary Trust International	S-41	0	618	95	720	121		
3982	Boyd Alan Gatton	operations manager	  Fiduciary Trust International	S-43	0	499	64	643	90		
3983	Alayne Gentul	null	S-42	0	556	157	669	183			
3984	Susan M. Getzendanner	null	S-40	0	249	157	426	183			
3985	Brian F. Goldberg	Fiduciary Trust International	S-42	0	381	95	517	121			
3986	Dennis James Gomes	null	S-43	0	603	33	750	59			
3987	Joan Donna Griffith	office manager	  Fiduciary Trust International	S-39	0	535	95	692	121		
3988	Babita Girjamatie Guman	computer specialist	  Fiduciary Trust International	S-39	0	551	157	735	183		
3989	Felicia Hamilton	null	S-41	1	150	157	277	183			
3990	John Clinton Hartz	null	S-43	0	231	33	383	59			
3991	Michelle Marie Henrique	administrative assistant	  Fiduciary Trust International	S-41	2	256	95	439	121		
3992	Louis S. Inghilterra	Fiduciary Trust International	S-43	0	556	157	707	183			
3993	Jason Kyle Jacobs	business partner	  Fiduciary Trust International	S-40	1	467	95	602	121		
3994	Michael G. Jacobs	accountant	  Fiduciary Trust International	S-42	1	493	126	629	152		
3995	Alan Keith Jensen	null	S-43	0	425	33	557	59			
3996	Stephen Joseph	Fiduciary Trust International	S-44	0	40	33	155	59			
3997	Jane Eileen Josiah	Fiduciary Trust International	S-43	0	483	126	615	152			
3998	Ruth Ellen Ketler	research director	  Fiduciary Trust International	S-40	0	455	157	589	183		
3999	Nauka Kushitani	null	S-41	0	202	126	328	152			
4000	Michele Bernadette Lanza	null	S-40	0	423	126	616	152			
4001	Alexis Leduc	maintenance supervisor	S-43	0	657	126	754	152			
4002	David S. Lee	vice president	  Fiduciary Trust International	S-42	0	413	33	505	59		
4003	Arnold Arboleda Lim	Fiduciary Trust International	S-41	0	515	157	675	183			
4004	Lorraine Lisi	administrative assistant	  Aon Corp.	S-40	0	617	157	715	183		
4005	George Lopez	vice president	  Cantor Fitzgerald	S-41	1	118	95	224	121		
4006	Lee Charles Ludwig	null	S-42	1	290	64	437	90			
4007	James Maounis	World Trade Center	S-40	2	441	33	553	59			
4008	Robert D. Mattson	executive	  Fiduciary Trust International	S-40	1	133	95	278	121		
4009	Brendan F. McCabe	null	S-43	0	306	64	450	90			
4010	Barry J. McKeon	vice president	  Fiduciary Trust International	S-40	2	405	64	530	90		
4011	Edmund M. McNally	vice president	  Fiduciary Trust International	S-43	0	109	64	263	90		
4012	Mary P. Melendez	null	S-43	0	585	95	717	121			
4013	George L. Merino	securities analyst	  Fiduciary Trust International	S-42	1	475	64	607	90		
4014	Kleber Rolando Molina	Fiduciary Trust	S-43	0	6	33	184	59			
4015	Krishna V. Moorthy	programmer	  Fiduciary Trust International	S-43	0	26	95	178	121		
4016	Abner Morales	Lotus software programmer	  Fiduciary Trust International	S-41	0	5	157	119	183		
4017	Gloria Nieves	Fiduciary Trust International	S-40	0	650	126	754	152			
4018	Ivan Antonio Perez	Fiduciary Trust International	S-41	1	564	33	710	59			
4019	Joseph O. Pick	vice president	  Fiduciary Trust International	S-41	0	50	126	157	152		
4020	Wanda Ivelisse Prince	null	S-42	0	3	33	165	59			
4021	Carmen Alicia Rivera	null	S-42	0	656	64	759	90			
4022	Paul V. Rizza	null	S-40	0	630	95	731	121			
4023	Joshua Alan Rosenthal	null	S-41	0	152	64	328	90			
4024	Jason Elazar Sabbag	null	S-42	0	713	157	759	183			
4025	Sita Nermalla Sewnarine	null	S-43	1	336	157	520	183			
4026	Nasima H. Simjee	null	S-41	0	362	64	483	90			
4027	Richard James Stadelberger	null	S-40	0	17	157	220	183			
4028	Goumatie Thackurdeen	null	S-41	0	584	126	758	152			
4029	Thomas Tong	null	S-39	0	647	126	755	152			
4030	Edward Raymond Vanacore	null	S-41	0	5	33	213	59			
4031	Arcangel Vazquez	null	S-41	0	244	33	385	59			
4032	Anthony Mark Ventura	null	S-41	1	310	157	488	183			
4033	Todd Christopher Weaver	broker	  Cantor Fitzgerald	S-43	0	54	126	249	152		
4034	Crossley Richard Williams	 Jr.	null	S-41	0	541	64	759	90		
4035	Rodney James Wotton	null	S-43	0	282	126	450	152			
4036	Matthew David Yarnell	null	S-41	0	371	126	550	152			
4037	Igor Zukelman	null	S-43	0	213	95	326	121			
4038	Darren Christopher Bohan	temporary employee	  Aon Corp.	S-56	0	284	95	486	121		
4039	Robert Arthur Campbell	null	S-44	0	55	126	237	152			
4040	Efrain Romero	 Sr.	null	S-44	0	14	95	153	121		
4041	Mandy Chang	World Trade Center	  Tower 2	 78th floor	S-44	0	190	33	300	59	
4042	Ching Ping Tung	null	S-44	0	285	64	414	90			
4043	Ching Wang	client support administrator	  UmeVoice	S-44	0	141	64	240	90		
4044	Paul Dario Curioli	vice president	  FM Global	S-63	0	605	95	748	121		
4045	Francis John Sadocha	null	N-24	0	157	95	325	121			
4046	John Patrick Hart	electricity trader	  Cantor Fitzgerald	S-39	0	718	95	759	121		
4047	John Jack Andreacchio	Human resources	  Fuji Bank	S-44	0	540	95	714	121		
4048	Irina Buslo	null	S-44	0	495	33	585	59			
4049	Manuel Gomez	 Jr.	null	S-44	0	459	64	597	90		
4050	Yuji Goya	vice president	  Mizuho Capital Markets Corp.	S-45	0	3	33	82	59		
4051	Taizo Ishikawa	New York branch general manager	  Fuji Bank	S-45	0	57	64	171	90		
4052	Kazushige Ito	manager	  Fuji Bank	S-45	0	53	126	159	152		
4053	Hideya Kawauchi	null	S-44	0	331	33	462	59			
4054	Takashi Kinoshita	null	S-44	0	537	157	672	183			
4055	Alisha Caren Levin	vice president	  Fuji Bank	S-44	0	277	126	418	152		
4056	Takashi Makimoto	null	S-44	0	190	95	329	121			
4057	Soichi Numata	null	S-44	0	386	157	500	183			
4058	Toshihiro Onda	null	S-44	0	634	126	758	152			
4059	Masaru Ose	manager	  Mizuho Capital Markets Corp.	S-44	0	619	33	712	59		
4060	Adianes Oyola	Human resources	  Fuji Bank	S-45	0	5	95	118	121		
4061	Yoichi Sumiyama Sugiyama	null	S-44	0	155	157	350	183			
4062	Keiji Takahashi	null	S-44	0	641	64	753	90			
4063	Kenichiro Tanaka	null	S-44	0	367	95	501	121			
4064	Brian Thomas Thompson	null	S-44	0	715	157	759	183			
4065	Joseph J. Zuccala	null	S-44	0	458	126	589	152			
4066	Harvey Joseph Gardner III	call records management supervisor	  General Telecom	N-72	0	398	157	589	183		
4067	Kenneth P. Lira Arévalo	null	S-45	2	382	64	560	90			
4068	Edward Saiya	Cantor Fitzgerald	S-45	1	598	64	704	90			
4069	Frankie Serrano	null	S-45	1	454	33	578	59			
4070	Mark A. Brisman	associate	  Harris Beach LLP	S-45	0	421	126	544	152		
4071	Irina Kolpakova	null	S-45	0	586	126	711	152			
4072	Sharon Christina Millan	office services coordinator	  Harris Beach LLP	S-45	0	566	157	752	183		
4073	Joanne Flora Weil	null	S-45	1	179	157	320	183			
4074	Andrew Steven Zucker	null	S-45	1	355	157	524	183			
4075	John Joseph Murray	Industrial Bank of Japan	S-45	0	118	33	270	59			
4076	Sean Thomas Canavan	carpenter	S-64	0	423	157	591	183			
4077	Gary Lee Bright	insurance analyst	  Aon Corp.	S-64	0	54	33	175	59		
4078	Melissa Cándida Doi	IQ Financial Systems	S-46	0	5	126	159	152			
4079	Karen Helene Schmidt	null	S-46	0	35	157	198	183			
4080	Courtney Wainsworth Walcott	null	S-46	0	53	95	295	121			
4081	Kathleen Anne Faragher	consultant	  Janus Capital Corp.	N-22	0	231	33	414	59		
4082	Patrick Adams	security officer	  Fuji Bank	S-45	0	141	95	251	121		
4083	Charles Gregory John	security officer	  Royston and Zamani	S-45	0	278	95	446	121		
4084	Patricia Ann Puma	null	N-64	0	615	157	755	183			
4085	Suzanne Rose Kondratenko	null	S-63	1	416	157	622	183			
4086	Darya Lin	senior manager	  Keane Consulting Group	S-63	1	664	157	742	183		
4087	Marie Rose Abad	vice president	  Keefe	 Bruyette & Woods	S-34	1	170	95	295	121	
4088	Joao Alberto da Fonseca Aguiar	 Jr.	null	S-34	0	191	126	456	152		
4089	Joseph John Berry	firefighter	  New York Fire Department	S-36	0	80	33	217	59		
4090	Jeffrey Donald Bittner	research analyst	  Keefe	 Bruyette & Woods	S-35	3	389	157	560	183	
4091	Krystine Bordenabe	sales assistant	  Keefe	 Bruyette & Woods	S-34	0	606	64	753	90	
4092	Nicholas W. Brandemarti	Keefe	 Bruyette & Woods	S-33	0	524	33	713	59		
4093	David Otey Campbell	null	S-34	3	39	64	195	90			
4094	Kevin Nathaniel Colbert	Keefe	 Bruyette & Woods	S-35	0	540	64	722	90		
4095	Donald Arthur Delapenha	Keefe	 Bruyette & Woods	S-36	0	53	157	253	183		
4096	Debra Ann Di Martino	trader	  Keefe	 Bruyette & Woods	S-36	0	171	64	338	90	
4097	Jacqueline Donovan	secretary	  Keefe	 Bruyette & Woods	S-33	0	600	126	757	152	
4098	Frank Joseph Doyle	head of equity trading	  Keefe	 Bruyette & Woods	S-34	2	394	33	541	59	
4099	Christopher Michael Duffy	trader	  Keefe	 Bruyette & Woods	S-35	2	239	33	440	59	
4100	Michael Joseph Duffy	salesman	  Keefe	 Bruyette & Woods	S-35	0	647	33	759	59	
4100	Michael Joseph Duffy	salesman	  Keefe	 Bruyette & Woods	S-35	0	647	33	759	59	
4101	Dean Phillip Eberling	Securities analyst	  Keefe	 Bruyette & Woods	S-33	2	327	33	485	59	
4102	Bradley James Fetchet	Equity Trader	  Keefe	 Bruyette & Woods	S-35	0	7	95	172	121	
4103	Jeffrey Fox	Keefe	 Bruyette & Woods	S-35	0	431	126	517	152		
4104	William Robert Godshalk	vice president	 institutional equity sales	  Keefe	 Bruyette & Woods	S-35	1	28	126	218	152
4105	David Martin Graifman	vice president	  Keefe	 Bruyette & Woods	S-34	0	408	64	582	90	
4106	Mary Lou Hague	financial analyst	  Keefe	 Bruyette & Woods	S-35	0	204	95	332	121	
4107	Frances Haros	Trader	  Cantor Fitzgerald	S-35	0	38	64	152	90		
4108	Kris Robert Hughes	vice president	  Carr Futures	S-34	1	574	33	720	59		
4109	Scott Michael Johnson	Securities Analyst	  Keefe	 Bruyette & Woods	S-33	0	378	157	556	183	
4110	Don Jerome Kauth	 Jr.	null	S-36	0	568	126	732	152		
4111	Karol Ann Keasler	null	S-34	0	468	126	608	152			
4112	Leo Russell Keene III	null	S-33	1	418	64	567	90			
4113	Lisa King-Johnson	Keefe	 Bruyette & Woods	S-36	0	4	64	142	90		
4114	Vanessa Lynn Przybylo Kolpak	financial researcher	  Keefe	 Bruyette & Woods	S-36	0	244	33	469	59	
4115	Jeannine Mary LaVerde	null	S-36	0	4	126	175	152			
4116	Joseph Anthony Lenihan	vice president	  Keefe	 Bruyette & Woods	S-34	1	329	95	512	121	
4117	Adam Jay Lewis	senior trader	  Keefe	 Bruyette & Woods	S-35	1	390	64	505	90	
4118	Mark Gavin Ludvigsen	null	S-36	0	43	95	210	121			
4119	Sean Thomas Lugano	Keefe	 Bruyette & Woods	S-35	1	459	33	620	59		
4120	Michael P. McDonnell	Cantor Fitzgerald	S-36	0	368	64	536	90			
4121	Daniel Francis McGinley	vice president	  Keefe	 Bruyette & Woods	S-35	3	183	64	365	90	
4122	Lindsay Stapleton Morehouse	research assistant	  Keefe	 Bruyette & Woods	S-36	2	494	157	718	183	
4123	Stephen Vincent Mulderry	vice president	 equity trading	  Keefe	 Bruyette & Woods	S-33	0	234	126	430	152
4124	Christopher W. Murphy	senior research analyst	  Keefe	 Bruyette & Woods	S-33	0	333	95	511	121	
4125	Keith Kevin O'Connor	null	S-34	0	10	33	175	59			
4126	Marni Pont O'Doherty	null	S-36	1	374	126	546	152			
4127	Philip Paul Ognibene	Keefe	 Bruyette & Woods	S-36	0	234	95	388	121		
4128	Cira Marie Patti	trader's assistant	  Keefe	 Bruyette & Woods	S-34	1	10	157	132	183	
4129	Michael John Pescherine	trader	  Keefe	 Bruyette & Woods	S-34	0	572	157	753	183	
4130	James Brian Reilly	vice president	  Marsh & McLennan Cos. Inc.	S-34	0	30	126	163	152		
4131	Joseph Roberto	Aon Corp.	S-35	2	232	157	351	183			
4132	Ronald J. Ruben	null	S-34	0	626	126	748	152			
4133	John Joseph Ryan	Industrial Bank of Japan	S-34	1	4	95	137	121			
4134	Muriel F. Siskopoulos	null	S-33	0	592	64	755	90			
4135	Paul Kenneth Sloan	firefighter	  New York Fire Department	S-33	0	440	126	592	152		
4136	Gregory Thomas Spagnoletti	null	S-35	0	361	95	579	121			
4137	Derek James Statkevicus	null	S-34	0	364	157	540	183			
4138	Craig William Staub	null	S-34	3	210	33	362	59			
4139	Derek Ogilvie Sword	null	S-35	2	45	157	200	183			
4140	Kevin Thomas Szocik	null	S-35	1	245	126	400	152			
4141	Thomas F. Theurkauf	 Jr.	null	S-36	2	283	157	465	183		
4142	Eric Raymond Thorpe	null	S-35	0	599	95	759	121			
4143	Nichola Angela Thorpe	null	S-33	0	541	95	719	121			
4144	Gregory James Trost	null	S-33	1	238	64	395	90			
4145	Bradley Hodges Vadas	null	S-35	0	552	126	722	152			
4146	Joseph Gerard Visciano	null	S-34	1	163	157	338	183			
4147	Jeanmarie Wallendorf	null	S-36	0	420	95	587	121			
4148	James Thomas Waters	 Jr.	null	S-34	0	539	95	724	121		
4149	David Harold Winton	null	S-35	1	596	157	759	183			
4150	Brent James Woodall	null	S-33	0	577	157	740	183			
4151	Richard Herron Woodwell	null	S-35	1	15	33	220	59			
4152	John Bentley Works	null	S-34	2	226	64	379	90			
4153	Jasper Baxter	career consultant	  Lee Hecht Harrison	S-45	0	650	95	753	121		
4154	Ira Zaslow	null	S-46	0	663	33	751	59			
4155	John G. Scharf	null	S-63	0	160	126	276	152			
4156	Klaus Johannes Sprockamp	null	S-47	0	5	64	205	90			
4157	Robert Eddie Murphy	 Jr.	World Trade Center	S-45	0	200	126	382	152		
4158	Nancy C. Doloszycki Farley	claims negotiator	  Reinsurance Solutions Inc.	N-18	0	502	126	707	152		
4159	Gye Hyong Park	sales support associate	  Metropolitan Life Insurance Co.	N-64	0	266	64	389	90		
4160	Jennifer De Jesus	flight attendant	  American Airlines	S-46	0	628	95	752	121		
4161	Lindsay C. Herkness III	vice president	  Morgan Stanley	S-46	0	591	157	755	183		
4162	Wesley Mercer	vice president	 corporate security	  Morgan Stanley	S-47	0	3	126	115	152	
4163	Richard Cyril Rescorla	null	S-46	0	546	126	719	152			
4164	Thomas F. Swift	null	S-46	0	476	95	599	121			
4165	Jorge Velazquez	null	S-47	0	55	157	182	183			
4166	James Domanico	New York State Department of Taxation and Finance	S-48	0	252	33	376	59			
4167	Jeremiah Joseph Ahern	New York State Department of Taxation and Finance	S-47	1	228	64	393	90			
4168	Ernest Alikakos	New York State Department of Taxation and Finance	S-47	0	621	95	742	121			
4169	Yvette Constance Anderson	keyboard specialist	  New York State Department of Taxation and Finance	S-48	0	5	33	216	59		
4170	Japhet Jesse Aryee	tax auditor	  New York State Department of Taxation and Finance	S-48	1	420	33	552	59		
4171	Steven Howard Berger	null	S-48	2	487	64	658	90			
4172	Eli Chalouh	New York State Department of Taxation and Finance	S-48	1	606	33	702	59			
4173	Florence G. Cohen	secretary	  New York State Department of Taxation and Finance	S-47	2	180	33	323	59		
4174	Sareve Dukat	Tax conferee	  New York State Department of Taxation and Finance	S-48	1	188	64	292	90		
4175	Clyde Frazier	 Jr.	Tax investigator	  New York State Department of Taxation and Finance	S-27	1	118	95	245	121	
4176	Dianne Gladstone	section head	  New York State Department of Taxation and Finance	S-47	1	44	95	183	121		
4177	Harry Goody	null	S-48	0	405	157	511	183			
4178	Cindy Yan Zhu Guan	New York State Department of Taxation and Finance	S-48	0	414	95	570	121			
4179	Marian R. Hrycak	null	S-48	0	234	157	366	183			
4180	Neil Kwong-Wah Lai	null	S-47	1	603	64	758	90			
4181	Chow Kwan Lam	null	S-48	0	322	126	449	152			
4182	Hyun Joon Lee	New York State Department of Taxation and Finance	S-48	0	485	126	598	152			
4183	Myoung Woo Lee	tax auditor	  New York State Department of Taxation and Finance	S-47	0	157	126	292	152		
4184	Stephen Paul Lefkowitz	mediator	  New York State Department of Taxation and Finance	S-48	0	25	95	201	121		
4185	Tyrone May	New York State Department of Taxation and Finance	S-48	0	2	126	96	152			
4186	Robert Alan Miller	New York State Department of Taxation and Finance	S-48	0	139	126	284	152			
4187	Charles M. Mills	 Jr.	Director of the Petroleum	 Alcohol and Tobacco Bureau	  New York State Department of Taxation and Finance	S-26	2	698	95	759	121
4188	Richard P. Miuccio	supervisor	  New York State Department of Taxation and Finance	S-47	2	430	64	573	90		
4189	Oscar Francis Nesbitt	New York State Department of Taxation and Finance	S-47	0	551	33	715	59			
4190	Michael Chung Ou	sales tax auditor	  New York State Department of Taxation and Finance	S-48	0	50	157	194	183		
4191	Salvatore T. Papasso	tax fraud investigator	  New York State Department of Taxation and Finance	S-26	1	517	95	676	121		
4192	Dennis J. Pierce	New York State Department of Taxation and Finance	S-47	0	634	157	748	183			
4193	William Howard Pohlmann	assistant deputy commissioner	  New York State Department of Taxation and Finance	S-47	0	231	157	435	183		
4194	Gerard F. Rauzi	null	S-47	0	474	157	593	183			
4195	Rose Mary Riso	null	S-47	1	28	33	145	59			
4196	Jon Schlissel	null	S-48	1	47	64	149	90			
4197	Barry Simowitz	null	S-48	0	331	64	449	90			
4198	Yeshavant Moreshwar Tembe	null	S-47	1	382	95	596	121			
4199	Dorothy Pearl Temple	null	S-47	1	352	33	518	59			
4200	Diane Marie Urban	null	S-47	1	211	95	352	121			
4201	William Valcarcel	physicist	  U.S. Navy	S-48	0	239	95	379	121		
4202	Sankara Sastry Velamuri	null	S-47	1	527	126	712	152			
4203	Yuk Ping Wong	null	S-48	0	607	95	726	121			
4204	Diane Marie Parsons	New York State Department of Taxation and Finance	S-47	0	330	126	483	152			
